flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label,Predicted_Label
-0.755134466957541,-0.6246638759129245,1.1902636974679073,-0.785697384318507,-0.09638763168931605,-0.09638763168931605,0.0,-0.32885476677903497,-0.4080689495637594,-0.12733591711900696,0.0222574394920712,-0.9707843097830414,-0.10746029273566866,-0.08601816819119891,-0.31281700167629545,-0.8671834289437834,-0.12712158381548203,-0.8125464099409926,-0.9729662122889545,-0.3422118433710528,-0.9913854236698247,3.9396702542056423,0.0,0.0,0.0,0.0,-1.0435875465523936,1.209002827573459,-0.12333396776895574,0.47987277421392927,-0.5505313620740109,-0.47987277421392943,-0.47987277421392943,-0.6147593395820383,-0.274601301347957,-0.622597166326391,-0.6043006546956066,-0.6256181240109294,-0.5742114221353108,0.9988901600382253,-1.0,-0.8252300671717933,-0.6245747040044786,-0.27645546288768735,0.09000145250294227,-0.9999999999999996,XSS,Attack
-0.7550487301689981,-0.6234247886535694,-0.3874157308786681,-0.788340987614718,-0.09463512839565441,-0.09463512839565441,0.0,-0.32885476677903497,1.4302816682209767,-0.12733591711900696,-0.5854381054278153,-0.9707843097830414,-0.10746029273566866,-0.08601816819119891,-0.31281700167629545,-0.7386536922307798,-0.12712158381548203,-0.8056650835441805,-0.9680945098380928,-0.3422118433710528,-0.7042628692736459,1.2857316381015051,0.0,0.0,0.0,0.0,-0.7102167330641092,0.03200493708865461,-0.12333396776895574,1.5634952543310976,0.9019686590934379,-1.5634952543310976,-1.5634952543310976,-0.4171438429954223,-0.274601301347957,-0.502432539302404,-0.5652637893418218,-0.5395560911614786,-0.4865744379392064,0.998890160235867,1.0,-0.7184550574345957,-0.5382429018821892,-0.2739273490984011,0.5417636179912488,1.0000000000000004,XSS,Attack
-0.7546522010188655,-0.5927330015480466,-1.1403990944077151,-0.8835107062783218,-0.0959656628943153,-0.0959656628943153,0.0,-0.32885476677903497,1.4302816682209767,-0.12733591711900696,0.0222574394920712,0.9958860963204328,-0.10746029273566866,-0.08601816819119891,-0.31281700167629545,1.1892923584642743,-0.12712158381548203,-0.7953430939489624,-0.9161296836955682,-0.3422118433710528,1.305595011499605,-0.4835607726345867,0.0,0.0,0.0,0.0,0.9566373343773131,-1.1449929533961496,-0.12333396776895574,-0.6037497059032392,0.9019686590934379,0.6037497059032387,0.6037497059032387,-0.3383308310558476,-0.1750456803641282,-0.07934168884649749,-0.10948852298456643,0.11096320361408236,0.3593226455577108,-1.0011104954126444,-1.0,0.06390707820821062,0.11158000368205076,-0.12098159968601441,0.09000145250294227,-0.9999999999999996,XSS,Attack
-0.7547014405717475,-0.5679250952095958,0.4014239832946199,-0.7222509052094378,-0.09517280613520308,-0.09517280613520308,0.0,-0.32885476677903497,-0.4080689495637594,-0.12733591711900696,-0.5854381054278153,-0.31522750774855,-0.10746029273566866,-0.08601816819119891,-0.31281700167629545,0.4181139381862526,-0.12712158381548203,-0.7815804411553382,-0.888523369807352,-0.3422118433710528,0.1571047939148902,-0.4835607726345867,0.0,0.0,0.0,0.0,-0.37684591957582475,0.4243375672502562,-0.12333396776895574,0.47987277421392927,-0.5505313620740109,-0.47987277421392943,-0.47987277421392943,0.4226964487811307,-0.2889258511298029,0.3873065936771472,0.10110432425605012,0.714816035274162,-0.5021444605121184,0.998890160868917,1.0,0.41154917705548383,0.717399008257004,0.042378468605820424,0.5417636179912488,1.0000000000000004,XSS,Attack
-0.753693726830755,-0.5463397670600626,0.6165620871600619,-0.8676490865010543,-0.09633320886361131,-0.09633320886361131,0.0,-0.32885476677903497,-0.4080689495637594,-0.12733591711900696,0.6299529844119576,0.012550893268695575,-0.10746029273566866,-0.08601816819119891,-0.31281700167629545,0.6751734116122597,-0.12712158381548203,-0.7265298299808419,-0.8170717338613807,-0.3422118433710528,0.44422734831106886,-0.4835607726345867,0.0,0.0,0.0,0.0,-0.04347510608754037,0.4243375672502562,-0.12333396776895574,-0.6037497059032392,-0.5505313620740109,0.6037497059032387,0.6037497059032387,-0.5998272091081506,-0.2889258511298029,-0.5647600812714973,-0.5857329465707801,-0.5395915879487105,-0.48123614448563656,-1.0011104951920178,-1.0,-0.7792098200434581,-0.538597993581529,-0.27323770964833105,-0.3617607129853643,-0.9999999999999996,XSS,Attack
-0.7524689389932179,-0.5307524774289433,-1.1403990944077151,-1.1505146391956538,-0.09652861615525071,-0.09652861615525071,0.0,3.888912419952787,1.4302816682209767,-0.12733591711900696,1.2376485293318442,0.6681076953031871,-0.10746029273566866,-0.08601816819119891,1.8407502839805696,0.8037031483252635,-0.12712158381548203,-0.6542759028143152,-0.750491800366271,0.32662301753419365,1.0184724571034265,-0.4835607726345867,0.0,0.0,0.0,0.0,0.9566373343773131,-1.1449929533961496,-0.12333396776895574,-0.6037497059032392,0.9019686590934379,0.6037497059032387,0.6037497059032387,-0.28617064926349994,-0.2889258511298029,-0.27494599202904135,-0.4618260799309965,-0.29581800028621275,-0.46255211739814217,0.9988901614338059,1.0,-0.4779054755896902,-0.2944231711899908,-0.2541414125253948,0.5417636179912488,1.0000000000000004,XSS,Attack
-0.7536641819589779,-0.6055210479848073,0.7958438403812637,-0.03491404819452331,-0.09603372417618508,-0.09603372417618508,0.0,-0.32885476677903497,-0.4080689495637594,-0.12733591711900696,-0.5854381054278153,-0.6430059087657957,-0.10746029273566866,-0.08601816819119891,0.7639666411521372,-0.6101239555177762,-0.12712158381548203,-0.7746991147585262,-0.9161296836955682,-0.3422118433710528,-0.13001776048128844,1.2857316381015051,0.0,0.0,0.0,0.0,-0.7102167330641092,0.8166701974118575,-0.12333396776895574,0.47987277421392927,-0.5505313620740109,-0.47987277421392943,-0.47987277421392943,-0.5845268891157285,-0.23556690319242699,-0.5299141356173068,-0.5212521162658719,-0.5238750891087558,-0.5139331918887516,-1.0011104954448946,-1.0,-0.6148143227632794,-0.522890597567721,-0.27318822405058235,0.09000145250294227,-0.9999999999999996,XSS,Attack
-0.7551297318994475,-0.6223759643131173,1.6205399051987912,-0.045488461379368295,-0.08830816133254299,-0.08830816133254299,0.0,-0.32885476677903497,-0.4080689495637594,-0.12733591711900696,-0.5854381054278153,-1.298562710800287,-0.10746029273566866,-0.08601816819119891,-0.31281700167629545,-0.8671834289437834,-0.12712158381548203,-0.8125464099409926,-0.9729662122889545,-0.3422118433710528,-1.2785079780660034,3.9396702542056423,0.0,0.0,0.0,0.0,-1.376958360040678,1.6013354577350603,-0.12333396776895574,-0.6037497059032392,0.9019686590934379,0.6037497059032387,0.6037497059032387,-0.29627540604993907,-0.2889258511298029,-0.4964153270373762,-0.4735113798503314,-0.4606270948089399,-0.3907075846688484,0.9988901628590884,1.0,-0.5027892962720486,-0.4596788895421486,-0.27000770183638445,0.5417636179912488,1.0000000000000004,XSS,Attack
-0.7536617211213817,-0.6206778677619089,1.0109819442467056,-0.14065818004297168,-0.09446283759579258,-0.09446283759579258,0.0,-0.32885476677903497,-0.4080689495637594,-0.12733591711900696,0.0222574394920712,-0.31522750774855,-0.10746029273566866,-0.08601816819119891,-0.31281700167629545,-0.8671834289437834,-0.12712158381548203,-0.7987837571473684,-0.9534794024855078,-0.3422118433710528,-0.13001776048128844,-0.4835607726345867,0.0,0.0,0.0,0.0,-0.37684591957582475,0.8166701974118575,-0.12333396776895574,-0.6037497059032392,-0.5505313620740109,0.6037497059032387,0.6037497059032387,-0.560676390304012,-0.1857890927005126,-0.5400625682433984,-0.4642153164150084,-0.5369790361221165,-0.46232968850424344,-1.0011104946793636,-1.0,-0.48862067624909605,-0.535986954916697,-0.2736296652914607,0.09000145250294227,-0.9999999999999996,XSS,Attack
-0.75502890517163,-0.6232702000319609,1.1902636974679073,0.012670811137278389,-0.09549665815177412,-0.09549665815177412,0.0,-0.32885476677903497,-0.4080689495637594,-0.12733591711900696,-1.193133650347702,-1.9541195128347786,-0.10746029273566866,-0.08601816819119891,-0.31281700167629545,-0.8671834289437834,-0.12712158381548203,-0.8194277363378045,-0.9778379147398162,-0.3422118433710528,-1.2785079780660034,-0.4835607726345867,0.0,0.0,0.0,0.0,-2.043699987017247,1.6013354577350603,-0.12333396776895574,1.5634952543310976,0.9019686590934379,-1.5634952543310976,-1.5634952543310976,-0.2968890552474961,-0.30325040091164873,-0.4964153270373762,-0.4700106409051887,-0.4591592910371443,-0.47834456886495286,0.9988901635313955,1.0,-0.49489246766170353,-0.458173602887683,-0.2699057318397608,0.5417636179912488,1.0000000000000004,XSS,Attack
